Word,Condition,Wordlength,Audio File,Input Modality,Output Modality,Trial Duration
cirlement,PLC,9,cirlement_MALE_G.wav,Audio,Speech,4.0
roduillon,PLS,9,roduillon_FEMALE_C.wav,Audio,Speech,5.5
écrevisse,RLLS,9,écrevisse_MALE_G.wav,Audio,Speech,4.5
trude,PSS,5,trude_FEMALE_C.wav,Audio,Speech,5.0
champagne,RLHS,9,champagne_MALE_G.wav,Audio,Speech,5.0
sphinx,RSLS,6,sphinx_MALE_G.wav,Audio,Speech,5.5
unité,RSHC,5,unité_FEMALE_C.wav,Audio,Speech,5.0
slagé,PSC,5,slagé_FEMALE_C.wav,Audio,Speech,6.0
étudiant,RLHC,8,étudiant_FEMALE_C.wav,Audio,Speech,4.5
décompose,RLLC,9,décompose_FEMALE_C.wav,Audio,Speech,5.0
inapte,RSLC,6,inapte_FEMALE_C.wav,Audio,Speech,6.0
jardin,RSHS,6,jardin_MALE_G.wav,Audio,Speech,4.0
humanité,RLHC,8,,Visual,Type,10.5
gariplete,PLS,9,,Visual,Type,10.0
érogieuse,PLC,9,,Visual,Type,10.0
seringue,RLLS,8,,Visual,Type,9.0
industrie,RLHS,9,,Visual,Type,9.5
tapis,RSHS,5,,Visual,Type,9.0
nectar,RSLS,6,,Visual,Type,10.0
buide,PSS,5,,Visual,Type,9.5
réuni,RSHC,5,,Visual,Type,10.5
tsariste,RLLC,8,,Visual,Type,11.0
récumi,PSC,6,,Visual,Type,10.0
fuselé,RSLC,6,,Visual,Type,11.0
fleur,RSHS,5,,Visual,Speech,6.0
exhara,PSC,6,,Visual,Speech,5.0
gnome,RSLS,5,,Visual,Speech,5.0
prévu,RSHC,5,,Visual,Speech,5.0
vitré,RSLC,5,,Visual,Speech,5.5
spaghetti,RLLS,9,,Visual,Speech,4.5
arcove,PSS,6,,Visual,Speech,4.0
séquence,RLHS,8,,Visual,Speech,5.0
crapuleux,RLLC,9,,Visual,Speech,4.5
carichier,PLC,9,,Visual,Speech,6.0
mobilité,RLHC,8,,Visual,Speech,5.5
cibourot,PLS,8,,Visual,Speech,4.0
problème,RLHS,8,problème_MALE_G.wav,Audio,Type,9.0
luisante,RLLC,8,luisante_FEMALE_C.wav,Audio,Type,10.0
facile,RSHS,6,facile_MALE_G.wav,Audio,Type,9.5
idéal,RSHC,5,idéal_MALE_G.wav,Audio,Type,11.0
nageur,RSLC,6,nageur_MALE_G.wav,Audio,Type,9.0
nèche,PSS,5,nèche_FEMALE_C.wav,Audio,Type,10.0
glonable,PLC,8,glonable_FEMALE_C.wav,Audio,Type,11.0
poursuit,RLHC,8,poursuit_FEMALE_C.wav,Audio,Type,10.0
vélolé,PSC,6,vélolé_FEMALE_C.wav,Audio,Type,10.5
persil,RSLS,6,persil_MALE_G.wav,Audio,Type,10.0
rancolat,PLS,8,rancolat_MALE_G.wav,Audio,Type,10.5
mammouth,RLLS,8,mammouth_MALE_G.wav,Audio,Type,9.5
