Word,Condition,Wordlength,Audio File,Input Modality,Output Modality,Trial Duration
confetti,RLLS,8,,Visual,Type,10.0
réuni,RSHC,5,,Visual,Type,11.0
crypté,RSLC,6,,Visual,Type,9.5
marathon,RLHS,8,,Visual,Type,11.0
cliard,PSC,6,,Visual,Type,9.0
chalgame,PLS,8,,Visual,Type,9.5
siècle,RSHS,6,,Visual,Type,9.0
girafe,RSLS,6,,Visual,Type,10.5
carichier,PLC,9,,Visual,Type,10.5
clide,PSS,5,,Visual,Type,10.0
luisante,RLLC,8,,Visual,Type,10.0
également,RLHC,9,,Visual,Type,10.0
ancré,RSLC,5,ancré_MALE_G.wav,Audio,Type,11.0
argent,RSHS,6,argent_MALE_G.wav,Audio,Type,10.0
aubedulle,PLS,9,aubedulle_FEMALE_C.wav,Audio,Type,10.0
exhara,PSC,6,exhara_FEMALE_C.wav,Audio,Type,9.0
crémosant,PLC,9,crémosant_MALE_G.wav,Audio,Type,9.0
industrie,RLHS,9,industrie_FEMALE_C.wav,Audio,Type,9.5
deuxième,RLHC,8,deuxième_FEMALE_C.wav,Audio,Type,9.5
sphinx,RSLS,6,sphinx_FEMALE_C.wav,Audio,Type,10.0
rudement,RLLC,8,rudement_MALE_G.wav,Audio,Type,11.0
remise,RSHC,6,remise_MALE_G.wav,Audio,Type,10.5
margarine,RLLS,9,margarine_MALE_G.wav,Audio,Type,10.0
buide,PSS,5,buide_FEMALE_C.wav,Audio,Type,10.5
peinture,RLHC,8,,Visual,Speech,6.0
victoire,RLHS,8,,Visual,Speech,5.0
surgalir,PLC,8,,Visual,Speech,4.0
brambouse,PLS,9,,Visual,Speech,4.5
blasphème,RLLS,9,,Visual,Speech,5.0
dégel,RSLC,5,,Visual,Speech,5.0
facile,RSHS,6,,Visual,Speech,5.0
déravé,PSC,6,,Visual,Speech,4.0
carpe,RSLS,5,,Visual,Speech,5.5
tolérable,RLLC,9,,Visual,Speech,6.0
beauté,RSHC,6,,Visual,Speech,4.5
trude,PSS,5,,Visual,Speech,5.5
gariplete,PLS,9,gariplete_FEMALE_C.wav,Audio,Speech,4.0
corset,RSLS,6,corset_FEMALE_C.wav,Audio,Speech,5.0
irisé,RSLC,5,irisé_FEMALE_C.wav,Audio,Speech,5.5
décrypter,RLLC,9,décrypter_FEMALE_C.wav,Audio,Speech,5.5
dénoya,PSC,6,dénoya_MALE_G.wav,Audio,Speech,4.5
forcément,RLHC,9,forcément_FEMALE_C.wav,Audio,Speech,4.5
emeraude,RLLS,8,emeraude_MALE_G.wav,Audio,Speech,6.0
lacèle,PSS,6,lacèle_FEMALE_C.wav,Audio,Speech,4.0
champagne,RLHS,9,champagne_MALE_G.wav,Audio,Speech,6.0
révoutir,PLC,8,révoutir_MALE_G.wav,Audio,Speech,5.0
unité,RSHC,5,unité_FEMALE_C.wav,Audio,Speech,5.0
simple,RSHS,6,simple_MALE_G.wav,Audio,Speech,5.0
