Word,Condition,Wordlength,Audio File,Input Modality,Output Modality,Trial Duration
ambre,RSLS,5,,Visual,Type,9.5
lapin,RSHS,5,,Visual,Type,10.5
musclé,RSLC,6,,Visual,Type,10.5
beauté,RSHC,6,,Visual,Type,10.0
orchestre,RLHS,9,,Visual,Type,9.0
slagé,PSC,5,,Visual,Type,9.0
cabariste,PLC,9,,Visual,Type,10.0
roduillon,PLS,9,,Visual,Type,9.5
salivant,RLLC,8,,Visual,Type,11.0
diole,PSS,5,,Visual,Type,10.0
fermeture,RLHC,9,,Visual,Type,11.0
spaghetti,RLLS,9,,Visual,Type,10.0
décompose,RLLC,9,décompose_MALE_G.wav,Audio,Type,10.0
maloriste,PLC,9,maloriste_MALE_G.wav,Audio,Type,9.0
écrevisse,RLLS,9,écrevisse_FEMALE_C.wav,Audio,Type,10.0
téralemet,PLS,9,téralemet_FEMALE_C.wav,Audio,Type,10.5
marim,PSS,5,marim_MALE_G.wav,Audio,Type,9.5
survie,RSHC,6,survie_MALE_G.wav,Audio,Type,10.0
saison,RSHS,6,saison_FEMALE_C.wav,Audio,Type,10.5
enjot,PSC,5,enjot_MALE_G.wav,Audio,Type,11.0
humanité,RLHC,8,humanité_FEMALE_C.wav,Audio,Type,10.0
prune,RSLS,5,prune_MALE_G.wav,Audio,Type,9.0
religion,RLHS,8,religion_MALE_G.wav,Audio,Type,11.0
élimé,RSLC,5,élimé_MALE_G.wav,Audio,Type,9.5
déconnal,PLC,8,déconnal_FEMALE_C.wav,Audio,Speech,4.0
duage,PSC,5,duage_FEMALE_C.wav,Audio,Speech,6.0
complexe,RLHS,8,complexe_FEMALE_C.wav,Audio,Speech,5.0
fuselé,RSLC,6,fuselé_MALE_G.wav,Audio,Speech,6.0
jambe,RSHS,5,jambe_FEMALE_C.wav,Audio,Speech,5.0
mammouth,RLLS,8,mammouth_FEMALE_C.wav,Audio,Speech,4.5
amitié,RSHC,6,amitié_FEMALE_C.wav,Audio,Speech,4.0
corset,RSLS,6,corset_MALE_G.wav,Audio,Speech,4.5
sapis,PSS,5,sapis_MALE_G.wav,Audio,Speech,5.5
noblesse,RLHC,8,noblesse_MALE_G.wav,Audio,Speech,5.5
mielleux,RLLC,8,mielleux_FEMALE_C.wav,Audio,Speech,5.0
pacheril,PLS,8,pacheril_FEMALE_C.wav,Audio,Speech,5.0
déplu,RSLC,5,,Visual,Speech,4.5
marmot,RSLS,6,,Visual,Speech,5.0
prévu,RSHC,5,,Visual,Speech,5.5
lacèle,PSS,6,,Visual,Speech,5.5
frontière,RLHS,9,,Visual,Speech,6.0
viande,RSHS,6,,Visual,Speech,5.0
langouste,RLLS,9,,Visual,Speech,5.0
confiseur,RLLC,9,,Visual,Speech,4.0
sûrement,RLHC,8,,Visual,Speech,5.0
détria,PSC,6,,Visual,Speech,4.0
rentonice,PLC,9,,Visual,Speech,4.5
ritourque,PLS,9,,Visual,Speech,6.0
