Word,Condition,Wordlength,Audio File,Input Modality,Output Modality,Trial Duration
érogieuse,PLC,9,,Visual,Speech,4.5
nageur,RSLC,6,,Visual,Speech,5.0
tésin,PSS,6,,Visual,Speech,5.0
indien,RSHC,6,,Visual,Speech,5.5
sonsuaine,PLS,9,,Visual,Speech,5.0
victoire,RLHS,8,,Visual,Speech,6.0
matricule,RLLS,9,,Visual,Speech,4.0
nectar,RSLS,6,,Visual,Speech,6.0
jardin,RSHS,6,,Visual,Speech,5.0
remporté,RLHC,8,,Visual,Speech,4.5
indiscret,RLLC,9,,Visual,Speech,5.5
détria,PSC,6,,Visual,Speech,4.0
tartifuge,PLS,9,tartifuge_MALE_G.wav,Audio,Type,11.0
dénoya,PSC,6,dénoya_MALE_G.wav,Audio,Type,9.5
décrypter,RLLC,9,décrypter_FEMALE_C.wav,Audio,Type,9.0
frime,RSLS,5,frime_FEMALE_C.wav,Audio,Type,10.0
otalie,PSS,6,otalie_MALE_G.wav,Audio,Type,9.0
bransier,PLC,8,bransier_MALE_G.wav,Audio,Type,10.5
argent,RSHS,6,argent_FEMALE_C.wav,Audio,Type,9.5
rasage,RSLC,6,rasage_FEMALE_C.wav,Audio,Type,10.0
actif,RSHC,5,actif_FEMALE_C.wav,Audio,Type,11.0
mobilité,RLHC,8,mobilité_FEMALE_C.wav,Audio,Type,10.0
mammouth,RLLS,8,mammouth_MALE_G.wav,Audio,Type,10.5
problème,RLHS,8,problème_MALE_G.wav,Audio,Type,10.0
dingouron,PLS,9,dingouron_FEMALE_C.wav,Audio,Speech,5.0
caractère,RLHS,9,caractère_FEMALE_C.wav,Audio,Speech,4.0
ignorance,RLHC,9,ignorance_MALE_G.wav,Audio,Speech,5.5
buide,PSS,5,buide_MALE_G.wav,Audio,Speech,5.5
rachat,RSHC,6,rachat_MALE_G.wav,Audio,Speech,5.0
cireux,RSLC,6,cireux_FEMALE_C.wav,Audio,Speech,4.0
vidéo,RSHS,5,vidéo_FEMALE_C.wav,Audio,Speech,4.5
rentonice,PLC,9,rentonice_FEMALE_C.wav,Audio,Speech,6.0
pulpeuse,RLLC,8,pulpeuse_FEMALE_C.wav,Audio,Speech,5.0
cliard,PSC,6,cliard_FEMALE_C.wav,Audio,Speech,6.0
seringue,RLLS,8,seringue_MALE_G.wav,Audio,Speech,4.5
acajou,RSLS,6,acajou_MALE_G.wav,Audio,Speech,5.0
eczéma,RSLS,6,,Visual,Type,10.0
fuselé,RSLC,6,,Visual,Type,10.5
fermeture,RLHC,9,,Visual,Type,11.0
enjot,PSC,5,,Visual,Type,10.0
détraqué,RLLC,8,,Visual,Type,9.5
jambe,RSHS,5,,Visual,Type,11.0
surgalir,PLC,8,,Visual,Type,10.5
berlue,PSS,6,,Visual,Type,10.0
matraque,RLLS,8,,Visual,Type,10.0
survie,RSHC,6,,Visual,Type,9.5
carluque,PLS,8,,Visual,Type,9.0
complexe,RLHS,8,,Visual,Type,9.0
