Word,Condition,Wordlength,Audio File,Input Modality,Output Modality,Trial Duration
crème,RSHS,5,crème_MALE_G.wav,Audio,Type,10.5
frémoule,PLS,8,frémoule_FEMALE_C.wav,Audio,Type,10.5
carichier,PLC,9,carichier_MALE_G.wav,Audio,Type,10.0
caractère,RLHS,9,caractère_MALE_G.wav,Audio,Type,11.0
dénoya,PSC,6,dénoya_MALE_G.wav,Audio,Type,11.0
poursuit,RLHC,8,poursuit_MALE_G.wav,Audio,Type,9.0
girafe,RSLS,6,girafe_MALE_G.wav,Audio,Type,9.5
arcove,PSS,6,arcove_MALE_G.wav,Audio,Type,10.0
matraque,RLLS,8,matraque_MALE_G.wav,Audio,Type,10.0
déplu,RSLC,5,déplu_FEMALE_C.wav,Audio,Type,10.0
remise,RSHC,6,remise_FEMALE_C.wav,Audio,Type,9.0
inhabité,RLLC,8,inhabité_FEMALE_C.wav,Audio,Type,9.5
légume,RSLS,6,,Visual,Speech,6.0
beauté,RSHC,6,,Visual,Speech,6.0
maloriste,PLC,9,,Visual,Speech,5.5
hâtif,RSLC,5,,Visual,Speech,4.0
désac,PSC,5,,Visual,Speech,5.0
siège,RSHS,5,,Visual,Speech,5.0
buide,PSS,5,,Visual,Speech,5.5
emeraude,RLLS,8,,Visual,Speech,5.0
champagne,RLHS,9,,Visual,Speech,4.5
confiseur,RLLC,9,,Visual,Speech,4.0
sonsuaine,PLS,9,,Visual,Speech,5.0
invisible,RLHC,9,,Visual,Speech,4.5
tapis,RSHS,5,tapis_FEMALE_C.wav,Audio,Speech,5.5
deuxième,RLHC,8,deuxième_MALE_G.wav,Audio,Speech,4.5
corset,RSLS,6,corset_MALE_G.wav,Audio,Speech,4.0
pingle,PSS,6,pingle_MALE_G.wav,Audio,Speech,6.0
surestimé,RLLC,9,surestimé_MALE_G.wav,Audio,Speech,5.5
rentonice,PLC,9,rentonice_MALE_G.wav,Audio,Speech,6.0
fribuste,PLS,8,fribuste_FEMALE_C.wav,Audio,Speech,4.0
final,RSHC,5,final_MALE_G.wav,Audio,Speech,4.5
matricule,RLLS,9,matricule_MALE_G.wav,Audio,Speech,5.0
déravé,PSC,6,déravé_MALE_G.wav,Audio,Speech,5.0
industrie,RLHS,9,industrie_FEMALE_C.wav,Audio,Speech,5.0
fuselé,RSLC,6,fuselé_FEMALE_C.wav,Audio,Speech,5.0
amitié,RSHC,6,,Visual,Type,9.5
problème,RLHS,8,,Visual,Type,11.0
exhara,PSC,6,,Visual,Type,11.0
également,RLHC,9,,Visual,Type,10.0
crapuleux,RLLC,9,,Visual,Type,10.0
mammouth,RLLS,8,,Visual,Type,10.0
cèdre,RSLS,5,,Visual,Type,10.5
nèche,PSS,5,,Visual,Type,9.0
révoutir,PLC,8,,Visual,Type,9.5
vidéo,RSHS,5,,Visual,Type,9.0
rôdeur,RSLC,6,,Visual,Type,10.0
ritourque,PLS,9,,Visual,Type,10.5
