Word,Condition,Wordlength,Audio File,Input Modality,Output Modality,Trial Duration
invisible,RLHC,9,invisible_FEMALE_C.wav,Audio,Type,10.0
fuselé,RSLC,6,fuselé_MALE_G.wav,Audio,Type,11.0
blité,PSC,5,blité_MALE_G.wav,Audio,Type,9.5
brambouse,PLS,9,brambouse_MALE_G.wav,Audio,Type,9.5
cirlement,PLC,9,cirlement_FEMALE_C.wav,Audio,Type,10.0
sapis,PSS,5,sapis_FEMALE_C.wav,Audio,Type,10.5
surestimé,RLLC,9,surestimé_FEMALE_C.wav,Audio,Type,11.0
jardin,RSHS,6,jardin_MALE_G.wav,Audio,Type,9.0
corset,RSLS,6,corset_FEMALE_C.wav,Audio,Type,10.5
amitié,RSHC,6,amitié_FEMALE_C.wav,Audio,Type,9.0
langouste,RLLS,9,langouste_FEMALE_C.wav,Audio,Type,10.0
victoire,RLHS,8,victoire_MALE_G.wav,Audio,Type,10.0
complexe,RLHS,8,,Visual,Speech,4.0
rentonice,PLC,9,,Visual,Speech,5.0
frime,RSLS,5,,Visual,Speech,4.0
humanité,RLHC,8,,Visual,Speech,5.0
unité,RSHC,5,,Visual,Speech,4.5
chalgame,PLS,8,,Visual,Speech,5.0
vélolé,PSC,6,,Visual,Speech,5.0
usité,RSLC,5,,Visual,Speech,6.0
jaren,PSS,5,,Visual,Speech,6.0
décrypter,RLLC,9,,Visual,Speech,5.5
mammouth,RLLS,8,,Visual,Speech,5.5
propre,RSHS,6,,Visual,Speech,4.5
prévu,RSHC,5,,Visual,Type,10.0
orchestre,RLHS,9,,Visual,Type,10.0
noblesse,RLHC,8,,Visual,Type,9.5
facile,RSHS,6,,Visual,Type,10.0
résem,PSC,5,,Visual,Type,11.0
enfui,RSLC,5,,Visual,Type,9.0
margarine,RLLS,9,,Visual,Type,9.5
glonable,PLC,8,,Visual,Type,10.0
rudement,RLLC,8,,Visual,Type,10.5
poulpe,RSLS,6,,Visual,Type,11.0
dingouron,PLS,9,,Visual,Type,9.0
diole,PSS,5,,Visual,Type,10.5
caractère,RLHS,9,caractère_MALE_G.wav,Audio,Speech,4.5
crapuleux,RLLC,9,crapuleux_FEMALE_C.wav,Audio,Speech,4.5
écrevisse,RLLS,9,écrevisse_FEMALE_C.wav,Audio,Speech,5.0
morse,RSLS,5,morse_MALE_G.wav,Audio,Speech,6.0
élimé,RSLC,5,élimé_MALE_G.wav,Audio,Speech,4.0
déconnal,PLC,8,déconnal_MALE_G.wav,Audio,Speech,6.0
réuni,RSHC,5,réuni_MALE_G.wav,Audio,Speech,5.0
exhara,PSC,6,exhara_FEMALE_C.wav,Audio,Speech,5.0
fermeture,RLHC,9,fermeture_MALE_G.wav,Audio,Speech,5.5
tartifuge,PLS,9,tartifuge_FEMALE_C.wav,Audio,Speech,5.5
clide,PSS,5,clide_FEMALE_C.wav,Audio,Speech,5.0
siège,RSHS,5,siège_FEMALE_C.wav,Audio,Speech,4.0
